index	sentence1	sentence2	label
3383	<user> <user> I'm sorry, but your 47yr political career record doesn't support that statement.  People would have to be stupid to believe you'd change course now.	Is this tweet offensive?	0
3384	<user> <user> Democrat/Communist/BLM Party are panicking! They are trying to tear down our Constitutional Republic!   This is a cultural revolution: Russia,Cuba,China taken over this way Patriotic Americans will vote them out November, their insanity will end! They want Covid/lock down Trump🇺🇸	Is this tweet offensive?	1
3385	Stop promoting Trudeau junior as anything but a complete failure who now needs to hide under Trudeau's skirt while bankrupting Canada for his Marxist ideology...	Is this tweet offensive?	0
3386	Again with this fuck	Is this tweet offensive?	1
3387	<user> <user> Their families got rich which is something. They brought prosperity to their families &amp; henchmen.	Is this tweet offensive?	0
3388	<user> Or steal it; call it what you want. How do more people vote in WI than are registered? Asking for a friend. Please don’t have Kamala come after me.	Is this tweet offensive?	0
3389	<user> <user> <user> <user> <user> <user> I cant see the tweet.   <url> 	Is this tweet offensive?	0
3390	Live updates: Trump’s plan to address racism? A strong economy.   This cockroach person is about Fucking stupid.  <url> 	Is this tweet offensive?	1
3391	#COVID19 #COVIDIDIOTS #coronavirus is a fraud!	Is this tweet offensive?	1
3392	<user> Patriots are in control! Dont wear a mask! #pedophilia #joebiden #hunterbiden #ladygagawithdick #maliaobama #barack #brothermichellewithdick 🤮🤮	Is this tweet offensive?	1
3393	Am I horrible I love the Kim Guilfoyle girlfriend of Don junior just tested positive for covid-19	Is this tweet offensive?	1
3394	Black &amp; racialized educators, parents, Ss, P/VPs across the system face similar barriers. How can the growing number of experiences of being Black in the TDSB &amp; facing #antiBlackracism be raised &amp; acted upon by way of an anti-Black climate review of the TDSB <user>	Is this tweet offensive?	0
3395	The situation is getting dire for the ole pussy grabber and his Republiturds. Now these snowflakes are crying foul, not because of any real events, but because their feelings get hurt by the bad numbers on their screens. Destroyed by facts and logic. #Elections2020 #MAGA2020	Is this tweet offensive?	1
3396	Damn! Sorry that happen to you, that really sucks! <url>	Is this tweet offensive?	0
3397	"""Their trouble and filled wit hate""  #BlackLivesMatter"	Is this tweet offensive?	0
3398	"<user> NeverTrump cadaver: ""WEAR A FKG MASK, TRUMPTARDS!""  also: ""MaSKs dOn’T fKg WoRK!"" <url>"	Is this tweet offensive?	1
3399	We need police brutality against innocent blacks to stop once and for all!!!!!!!! Justice for George Floyd - Sign the Petition! <url> via <user>	Is this tweet offensive?	0
3400	You know what this right here is, <user> ? 👇👇 Bullshit 💯 bullshit, <user> Don’t get excited 🙏🇺🇸❤️ <url>	Is this tweet offensive?	1
3401	#liberals will go gaga about #BLACK_LIVES_MATTER  #MuslimLivesMatter  but conveniently ignore #SadhuLivesMatter What is this  hypocrisy. I still don't understand.	Is this tweet offensive?	0
3402	BIDEN COULDN'T GET A WORD IN!! NEXT TIME I PRAY THEY SHUT TRUMPS MIC. OFF WHEN ITS BIDEN TIME TO TALK. LAST NIGHT TRUMP MADE A FOOL OUT OF HIS SELF!!! WE CAN DO BETTER THAM LIEING TRUMP!!!	Is this tweet offensive?	1
3403	How stupid is this!?*This is just an outright attack against our country. If these prisoners did receive the Coronavirus, at least they're already quarantined in prison. How utterly ridiculous TO RELEASE CRIMINALS! <url>	Is this tweet offensive?	0
3404	Portland: White Supremacists Arrested for Starting Minneapolis Black Riots <url>	Is this tweet offensive?	0
3405	This thread tho. Holy shit. 😳😷	Is this tweet offensive?	1
3406	C.R.E.A.M Covid Ruined everything around me 🤷🏾‍♀️😩	Is this tweet offensive?	0
3407	Trump goes on all-caps tear against the media as the ‘ENEMY OF THE PEOPLE’ during coronavirus reporting <url>	Is this tweet offensive?	0
3408	Does this bleached Harvard Law gaslighting dipshit <user> know that assumption of the risk doesn’t work this way? An inherent risk of baseball is that you get hit with a ball. An inherent risk of attending a hate rally is that you become more of a Nazi, not that you get Covid.	Is this tweet offensive?	1
3409	Good citizens of the United States, if #MAGA shows up at your polling place with guns, call 911 immediately.  Record the #MAGA at all times including during the arrival of and response by the police.   #StayStrongVoteBlue	Is this tweet offensive?	0
3410	#MAGAPATRIOTS can we flip this shit? Js. RT #MAGA <user>	Is this tweet offensive?	1
3411	<user> needs to arrest her NOW!!	Is this tweet offensive?	0
3412	🤍🤍🤍 LOVE U LIDZZZZ	Is this tweet offensive?	0
3413	"<user> <user> <user> Keep the faith... ""we have as many truck loads of ballots as we need. We’re good."""	Is this tweet offensive?	0
3414	Coronavirus not effecting Blacks folks.......Sorry not sorry🤷🏾‍♂️🤷🏾‍♂️	Is this tweet offensive?	0
3415	Is #GeorgeFloyd on a close casket tour?🙄  OPEN IT DAMNIT....I WANNA SEE!	Is this tweet offensive?	1
3416	WtF that cop needs to be locked up!	Is this tweet offensive?	0
3417	<user> I really hope you do.	Is this tweet offensive?	0
3418	<user> What about the life of the woman and her entire household he threatened to shoot up? Or the 2nd woman's head he stuck a gun to? Or the person(s) he was threatening w/the knife when 911 was called? Or the cops he rushed w/knife in-hand? None of that matters, Joe? #WheresHunter	Is this tweet offensive?	1
3419	<user> <user> Better to be a deplorable chump than a Biden basement peudophile.	Is this tweet offensive?	1
3420	<user> <user> <user> <user> if he was trying to keep us safe how come he refused to stop white supremacy! Three times they asked and he refused!	Is this tweet offensive?	0
3421	Mayor. I hope they cause the destruction  we see in Minneapolis.  Then ask the President  for Disaster Funds.  You Hypocrites.  I'm all fjr peaceful  protests and especially  where there  is a just cause. But Rioting,  Looting  abd Burning  cannot  be condoned.	Is this tweet offensive?	1
3422	We expect 12 months jail for horse attacking like White football fan. Known fact = people who are cruel to animals = will be cruel to people. #AllLivesMattter #HorsesLivesMatter #WhiteLivesMatter #BlackLivesMatter #blm <url>	Is this tweet offensive?	0
3423	"More from <user> PR: Dr. Desmond Carson admitted his frustration ""There is 134k people who have died in this country, but there was no response to try to stem that. Our rights are going to kill us, our rights to not wear a mask, that bullshit is going to kill us."" #COVID19"	Is this tweet offensive?	0
3424	"<user> Hester Prynne wore a scarlet letter ""A"" but everyone in Boston knew it meant ""adulteress."" Y'all could've picked any other damn letter of the alphabet and let it be a running mystery. Instead, you maintained the status quo. #stillnotenough #artmatters #blacklivesmatter"	Is this tweet offensive?	0
3425	Jesus will welcome me home. Sang y'all! #GeorgeFloyd #BlackLivesMatter	Is this tweet offensive?	0
3426	Fox News and their choice to push this CORONAVIRUS IS A HOAX messaging should be shut down by the FCC. This is beyond irresponsible and may be criminal. <url>	Is this tweet offensive?	0
3427	Why is George Floyd's memorial on every single Network including Fox is this a f****** joke.  There are many officers that killed white people Chinese people Spanish people this is a ploy to knock Trump down not going to happen Trump will win👇 BLACK BABY PROP. <url>	Is this tweet offensive?	1
3428	Borderland Beat: Tijuana Man Denounces 2 Cops and Shows Off his Torture Wounds, Another Dies w a Cop's Foot on his Neck #qanon	Is this tweet offensive?	0
3429	spread the video❗️  #BlackLivesMatter  <url>	Is this tweet offensive?	0
3430	<user> <user> <user> <user> From your mouth to God's ear....🙏🏽🙏🏽🙏🏽	Is this tweet offensive?	0
3431	anything but the witches!	Is this tweet offensive?	0
3432	Even comparing a 6x Felon 2 the amazing MLK is disgraceful&amp;Disgusting. He's also WRONG. Maybe worldwide, but not in America. I Lived thru those days; far many more blocks burned, in far many more cities. Far many more of us mourned too. THIS, &amp; THEN, Were NOT what MLK Prayed For. <url>	Is this tweet offensive?	0
3433	President <user> leaves no one behind, like <user> and <user> #RememberBenghazi #13hours #Benghazi	Is this tweet offensive?	0
3434	"""pRoTesTinG doeSn’t WorK"" YES IT FUCKING DOES"	Is this tweet offensive?	1
3435	this shit didn’t even exist before people heard about #BlackLivesMatter. the only reason shit like this gets brought up is because people are so scared of losing their privilege &amp; the thought of people who they deem inferior having the same rights as them scares them shitless.	Is this tweet offensive?	1
3436	Ask why is everyone so upset with 200K dead from COVID-19 but tolerate 500K dead from smoking year after year, is it the tax money Gov't  gets ?	Is this tweet offensive?	0
3437	Comes right at the time when you would want to hear otherwise. #StopFascism #BlackLivesMatter #GeorgeFloyd #BlackoutDay	Is this tweet offensive?	0
3438	<user> They keep on trying to paint the media and liberals as being happy about the Coronavirus. It actually makes them even more disgusting. No one is happy about thousands dying and every time they say we are, they just look that much worse.	Is this tweet offensive?	0
3439	"<user> <user> I'd say the #BunkerBitch who tear gassed peaceful protestors, who said the economy was a ""great day"" for George Floyd, and who has now built a fence with concrete barriers around the White House is probably the one who's gone crazy."	Is this tweet offensive?	1
3440	This is how incompetent <user> is making America great? Big farmers are the only ones making out.	Is this tweet offensive?	0
3441	Things like this is part of the problem. This statue should have been taken down years ago. It insults black people every single day since it was erected. Now change every his name is associated with and others like him of the past!  #BlackLivesMatter <url>	Is this tweet offensive?	0
3442	<user> Nah Joe....you got your ass whooped last night. In one night...Trump proved Obama corrupt and your family to be hot trash.	Is this tweet offensive?	1
3443	<user> Yea because you cheated. Why would anyone vote for someone who likes to sniff little girls and touch them inappropriately. Doing deals with the enemies and covering up scam after scam.	Is this tweet offensive?	1
3444	.<user> you don’t have a chance.	Is this tweet offensive?	0
